Date,Open,High,Low,Close,Volume,MA5,MA25,RSI,MACD,Signal,entry,stop_loss,take_profit,decision,score
2025-12-30 00:00:00+09:00,932.0,935.0,899.0,901.0,717800,,,,,,,,,,
2026-01-05 00:00:00+09:00,915.0,923.0,898.0,916.0,371900,,,,,,,,,,
2026-01-06 00:00:00+09:00,923.0,955.0,918.0,952.0,290400,,,,,,,,,,
2026-01-07 00:00:00+09:00,1102.0,1102.0,1102.0,1102.0,246200,,,,,,,,,,
2026-01-08 00:00:00+09:00,1380.0,1384.0,1220.0,1234.0,13254200,1021.0,,,,,,,,,
2026-01-09 00:00:00+09:00,1229.0,1275.0,1142.0,1180.0,4196100,1076.8,,,,,,,,,
2026-01-13 00:00:00+09:00,1220.0,1222.0,1152.0,1158.0,1971500,1125.2,,,,,,,,,
2026-01-14 00:00:00+09:00,1160.0,1203.0,1116.0,1124.0,1247400,1159.6,,,,,,,,,
2026-01-15 00:00:00+09:00,1105.0,1202.0,1102.0,1168.0,1522700,1172.8,,,,,,,,,
2026-01-16 00:00:00+09:00,1157.0,1186.0,1123.0,1149.0,834100,1155.8,,,,,,,,,
2026-01-19 00:00:00+09:00,1140.0,1193.0,1120.0,1174.0,628200,1154.6,,,,,,,,,
2026-01-20 00:00:00+09:00,1194.0,1196.0,1128.0,1128.0,575700,1148.6,,,,,,,,,
2026-01-21 00:00:00+09:00,1090.0,1112.0,1072.0,1082.0,569600,1140.2,,,,,,,,,
2026-01-22 00:00:00+09:00,1134.0,1144.0,1103.0,1110.0,552100,1128.6,,59.78695501651888,,,,,,,
2026-01-23 00:00:00+09:00,1100.0,1135.0,1092.0,1108.0,323500,1120.4,,59.467521247202505,,,,,,,
2026-01-26 00:00:00+09:00,1101.0,1118.0,1072.0,1075.0,360800,1100.6,,54.311281862072825,,,,,,,
2026-01-27 00:00:00+09:00,1068.0,1097.0,1043.0,1096.0,343200,1094.2,,56.87389756904517,,,,,,,
2026-01-28 00:00:00+09:00,1082.0,1082.0,1047.0,1056.0,308100,1089.0,,51.005531859330446,,,,,,,
2026-01-29 00:00:00+09:00,1045.0,1075.0,1031.0,1060.0,348200,1079.0,,51.54397107448161,,,,,,,
2026-01-30 00:00:00+09:00,1050.0,1090.0,1047.0,1086.0,352600,1074.6,,55.00534561695304,,,,,,,
2026-02-02 00:00:00+09:00,1080.0,1117.0,1065.0,1065.0,443400,1072.6,,51.787561752225585,,,,,,,
2026-02-03 00:00:00+09:00,1070.0,1096.0,1069.0,1092.0,238500,1071.8,,55.40011966551604,,,,,,,
2026-02-04 00:00:00+09:00,1104.0,1114.0,1075.0,1114.0,311100,1083.4,,58.15166995450146,,,,,,,
2026-02-05 00:00:00+09:00,1114.0,1119.0,1095.0,1110.0,286800,1093.4,,57.457584221730905,,,,,,,
2026-02-06 00:00:00+09:00,1100.0,1170.0,1058.0,1170.0,807600,1110.2,1096.4,64.3342541514865,,,,,,,
2026-02-09 00:00:00+09:00,1190.0,1197.0,1132.0,1170.0,870300,1131.2,1107.16,64.3342541514865,33.458698920265306,,,,,,
2026-02-10 00:00:00+09:00,1189.0,1189.0,1155.0,1172.0,611300,1147.2,1117.4,64.55574206498942,35.59878012510717,,,,,,
2026-02-12 00:00:00+09:00,1168.0,1173.0,1142.0,1162.0,601700,1156.8,1125.8,62.466910432070804,36.072077022061876,,,,,,
2026-02-13 00:00:00+09:00,1143.0,1151.0,1101.0,1113.0,448200,1157.4,1126.24,53.35652307230798,32.12298396956703,,,,,,
2026-02-16 00:00:00+09:00,1141.0,1180.0,1125.0,1172.0,821900,1157.8,1123.76,60.7746499807285,33.369444011406586,,,,,,
2026-02-17 00:00:00+09:00,1180.0,1180.0,1140.0,1146.0,403900,1153.0,1122.4,56.50953178309461,31.891662630951487,,,,,,
2026-02-18 00:00:00+09:00,1151.0,1241.0,1150.0,1234.0,997100,1165.4,1125.44,65.36835009769464,37.39036197525638,,,,,,
2026-02-19 00:00:00+09:00,1205.0,1277.0,1183.0,1271.0,964700,1187.2,1131.32,68.29279477717273,44.223925712529535,,,,,,
2026-02-20 00:00:00+09:00,1261.0,1293.0,1225.0,1282.0,612600,1221.0,1135.88,69.1274710703543,49.95137393161758,38.9543871765699,,,,,
2026-02-24 00:00:00+09:00,1300.0,1320.0,1220.0,1252.0,862100,1237.0,1140.0,64.16634068729155,51.47628209265122,41.458766159786165,,,,,
2026-02-25 00:00:00+09:00,1235.0,1313.0,1232.0,1289.0,654000,1265.6,1144.6,67.28483030021607,55.035953363060344,44.174203600441004,,,,,
2026-02-26 00:00:00+09:00,1289.0,1316.0,1241.0,1249.0,733500,1268.6,1149.44,61.09470209856318,54.00679605796131,46.140722091945065,,,,,
2026-02-27 00:00:00+09:00,1262.0,1450.0,1251.0,1450.0,2159100,1304.4,1164.16,74.02599902835618,68.61920220287857,50.636418114131764,,,,,
2026-03-02 00:00:00+09:00,1480.0,1597.0,1456.0,1512.0,3798400,1350.4,1180.24,76.6086672642447,84.23155229131385,57.35544494956819,,,,,
2026-03-03 00:00:00+09:00,1517.0,1544.0,1412.0,1415.0,1496400,1383.0,1192.52,65.61597471545115,87.76565504104133,63.437486967862824,,,,,
2026-03-04 00:00:00+09:00,1355.0,1452.0,1303.0,1347.0,1525800,1394.6,1203.4,59.202570674423775,84.10985913224067,67.57196140073839,,,,,
2026-03-05 00:00:00+09:00,1399.0,1457.0,1365.0,1413.0,984700,1427.4,1216.08,62.984254556756255,85.55207192013495,71.16798350461771,,,,,
2026-03-06 00:00:00+09:00,1412.0,1505.0,1411.0,1505.0,1268200,1438.4,1234.04,67.50579952637517,93.0460896665461,75.54360473700339,,,,,
2026-03-09 00:00:00+09:00,1421.0,1514.0,1396.0,1493.0,1557000,1434.6,1251.36,66.36704288213159,96.8998518363378,79.81485415687027,,,,,
2026-03-10 00:00:00+09:00,1507.0,1602.0,1445.0,1600.0,2250600,1471.6,1271.92,71.05562224065616,107.35052189145858,85.32198770378794,,,,,
2026-03-11 00:00:00+09:00,1634.0,1733.0,1617.0,1668.0,2290300,1535.8,1296.04,73.57663031697821,119.73950245439983,92.20549065391032,,,,,
2026-03-12 00:00:00+09:00,1720.0,1755.0,1640.0,1668.0,1663100,1586.8,1319.08,73.57663031697821,128.0814159728934,99.38067571770694,,,,,
2026-03-13 00:00:00+09:00,1668.0,1835.0,1646.0,1773.0,2027600,1640.4,1345.44,77.14195336658705,141.53355430250645,107.81125143466684,,,,,
2026-03-16 00:00:00+09:00,1768.0,1841.0,1697.0,1703.0,1586300,1682.4,1369.16,70.32895514531614,144.87601533792986,115.22420421531945,,,,,
2026-03-17 00:00:00+09:00,1722.0,1785.0,1625.0,1645.0,1746400,1691.4,1388.16,65.19144285396916,141.2169632678149,120.42275602581854,,,,,
2026-03-18 00:00:00+09:00,1640.0,1694.0,1603.0,1645.0,949300,1686.8,1407.16,65.19144285396916,136.7408744576926,123.68637971219336,,,,,
2026-03-19 00:00:00+09:00,1602.0,1643.0,1540.0,1542.0,886900,1661.6,1421.96,56.66595024086297,123.45914249013049,123.64093226778078,,,,,
2026-03-23 00:00:00+09:00,1500.0,1502.0,1387.0,1396.0,1193900,1586.2,1431.32,47.23612820937618,99.99956168944641,118.91265815211392,,,,,
2026-03-24 00:00:00+09:00,1556.0,1565.0,1364.0,1447.0,1902600,1535.0,1444.68,50.34461938832286,84.54832816538396,112.03979215476794,,,,,
2026-03-25 00:00:00+09:00,1462.0,1603.0,1461.0,1542.0,2169200,1514.4,1459.48,55.59275367535893,79.05749474151298,105.44333267211695,,,,,
2026-03-26 00:00:00+09:00,1551.0,1605.0,1491.0,1495.0,1118600,1484.4,1473.44,52.62912550860163,70.10533186250836,98.37573251019525,,,,,
2026-03-27 00:00:00+09:00,1495.0,1570.0,1467.0,1538.0,899700,1483.6,1485.6,54.99308512029368,65.72280730645048,91.8451474694463,,,,,
2026-03-30 00:00:00+09:00,1498.0,1524.0,1426.0,1464.0,1024000,1497.2,1493.32,50.33755917898765,55.637093682115164,84.60353671198008,,,,,
2026-03-31 00:00:00+09:00,1434.0,1440.0,1366.0,1373.0,880700,1482.4,1496.96,45.26299961867007,39.84188108547528,75.65120558667913,,,,,
2026-04-01 00:00:00+09:00,1475.0,1525.0,1454.0,1525.0,1111000,1479.0,1507.88,53.66532017704625,39.13803211562367,68.34857089246805,,,,,
2026-04-02 00:00:00+09:00,1531.0,1606.0,1486.0,1486.0,1546400,1477.2,1515.76,51.481701275497514,35.02945492140225,61.68474769825489,,,,,
2026-04-03 00:00:00+09:00,1540.0,1586.0,1460.0,1471.0,1067400,1463.8,1524.64,50.62842654186932,30.214706921127345,55.39073954282939,,,,,
2026-04-06 00:00:00+09:00,1465.0,1498.0,1451.0,1462.0,497400,1463.4,1525.12,50.09196328363637,25.38019259702446,49.3886301536684,,,,,
2026-04-07 00:00:00+09:00,1462.0,1538.0,1452.0,1474.0,609000,1483.6,1523.6,50.83992863015128,22.260499692419216,43.963004061418566,,,,,
2026-04-08 00:00:00+09:00,1615.0,1678.0,1581.0,1636.0,2833400,1505.8,1532.44,59.63491739250184,32.4856918646808,41.66754162207102,,,,,
2026-04-09 00:00:00+09:00,1630.0,1630.0,1552.0,1574.0,951200,1523.4,1541.52,55.53960593413871,35.18080605246814,40.37019450815045,,,,,
2026-04-10 00:00:00+09:00,1581.0,1630.0,1537.0,1610.0,1101600,1551.2,1549.4,57.37021234325456,39.76323675740127,40.24880295800061,,,,,
2026-04-13 00:00:00+09:00,1610.0,1817.0,1605.0,1807.0,2477300,1620.2,1561.48,65.6942956838116,58.61541766004234,43.92212589840896,,,,,
2026-04-14 00:00:00+09:00,1861.0,1889.0,1716.0,1868.0,3716800,1699.0,1576.48,67.7915058903506,77.58375976142747,50.65445267101266,,,,,
2026-04-15 00:00:00+09:00,1868.0,1916.0,1781.0,1800.0,2466500,1731.8,1584.48,63.15642893282919,86.13634961565867,57.75083205994187,,,,,
2026-04-16 00:00:00+09:00,1825.0,1921.0,1807.0,1809.0,2020400,1778.8,1590.12,63.51201912977973,92.57343454856755,64.71535255766702,,,,,
2026-04-17 00:00:00+09:00,1782.0,1794.0,1692.0,1704.0,1169800,1797.6,1591.56,56.643408268227134,88.18569841852673,69.40942172983897,,,,,
2026-04-20 00:00:00+09:00,1701.0,1810.0,1697.0,1745.0,1237700,1785.2,1590.44,58.52936996001218,87.01370346287013,72.9302780764452,,,,,
2026-04-21 00:00:00+09:00,1774.0,1802.0,1704.0,1722.0,997400,1756.0,1591.2,57.03066941916508,83.26910680572769,74.9980438223017,,,,,
2026-04-22 00:00:00+09:00,1859.0,2122.0,1857.0,2122.0,5941300,1820.4,1610.28,70.95835742659848,111.29520222471047,82.25747550278345,,,,,
2026-04-23 00:00:00+09:00,2322.0,2397.0,2136.0,2261.0,11468100,1910.8,1634.92,74.10001886760168,143.0729669863099,94.42057379948875,,,,,
2026-04-24 00:00:00+09:00,2311.0,2747.0,2309.0,2538.0,18732200,2077.6,1674.76,78.98002212993724,188.4364810646423,113.22375525251947,,,,,
2026-04-27 00:00:00+09:00,2588.0,2598.0,2271.0,2350.0,4855100,2198.6,1712.92,69.4198231567884,206.83312051559028,131.94562830513365,,,,,
2026-04-28 00:00:00+09:00,2262.0,2380.0,2211.0,2316.0,2891400,2317.4,1747.68,67.82093097731548,216.17711871202437,148.79192638651182,,,,,
2026-04-30 00:00:00+09:00,2302.0,2478.0,2239.0,2359.0,4527000,2364.8,1780.36,68.7996747647108,224.4645575415725,163.92645261752398,,,,,
2026-05-01 00:00:00+09:00,2389.0,2722.0,2346.0,2502.0,11766500,2413.0,1820.64,71.86447919609736,239.8069719232235,179.1025564786639,,,,,
2026-05-07 00:00:00+09:00,2597.0,2637.0,2326.0,2427.0,5564700,2390.8,1856.2,68.08687084140539,243.11163308351138,191.9043717996334,,,,,
2026-05-08 00:00:00+09:00,2382.0,2927.0,2370.0,2927.0,5287100,2506.2,1914.72,76.8308070168955,282.8162920201071,210.08675584372813,,,,,
2026-05-11 00:00:00+09:00,3400.0,3430.0,3260.0,3430.0,767100,2729.0,1997.0,82.13409558675826,350.82630922661247,238.23466652030498,,,,,
2026-05-12 00:00:00+09:00,4130.0,4130.0,2906.0,3165.0,8017800,2890.2,2062.6,72.69363255474184,378.97288898411307,266.3823110130666,,,,,
2026-05-13 00:00:00+09:00,2930.0,3225.0,2808.0,3010.0,3926300,2991.8,2123.56,67.78591261499471,384.3416008854697,289.9741689875473,,,,,
2026-05-14 00:00:00+09:00,3110.0,3140.0,2845.0,2931.0,2649800,3092.6,2181.96,65.36376537944057,377.8659010829947,307.55251540663676,,,,,
2026-05-15 00:00:00+09:00,3070.0,3435.0,3060.0,3115.0,3731300,3130.2,2248.08,68.2127461442865,383.1642456698528,322.67486145928,,,,,
2026-05-18 00:00:00+09:00,3325.0,3330.0,2924.0,3040.0,1907700,3052.2,2310.72,65.83564287816128,376.96592025306245,333.5330732180365,,,,,
2026-05-19 00:00:00+09:00,3170.0,3570.0,3150.0,3360.0,3416700,3091.2,2379.68,70.5511111401451,393.34083999485847,345.4946265734009,,,,,
2026-05-20 00:00:00+09:00,3220.0,3220.0,2750.0,2786.0,3268000,3046.4,2428.16,55.70015071022435,355.8985025846432,347.5754017756494,,,,,
2026-05-21 00:00:00+09:00,2912.0,2915.0,2618.0,2753.0,2016000,3010.8,2473.88,54.9835614732034,319.8750359232531,342.03532860517015,,,,,
2026-05-22 00:00:00+09:00,2650.0,2927.0,2644.0,2841.0,1857300,2956.0,2515.24,56.587480066720836,295.0261656224693,332.63349600863,,,,,
2026-05-25 00:00:00+09:00,2891.0,2911.0,2630.0,2728.0,1729600,2893.6,2549.64,53.93027962508462,263.18131093527427,318.74305899395887,,,,,
2026-05-26 00:00:00+09:00,2691.0,2845.0,2464.0,2499.0,2340500,2721.4,2577.6,48.91717203303536,216.96461497310975,298.38737018978907,,,,,
2026-05-27 00:00:00+09:00,2449.0,2495.0,2280.0,2334.0,2114600,2631.0,2598.6,45.626216913659846,165.12002850733325,271.7339018532979,,,,,
2026-05-28 00:00:00+09:00,2284.0,2508.0,2263.0,2487.0,2307500,2577.8,2629.92,49.049192923735866,134.82446898563012,244.35201527976434,,,,,
2026-05-29 00:00:00+09:00,2537.0,2547.0,2315.0,2332.0,1662100,2476.0,2653.4,45.89692688364464,97.18749820383209,214.9191118645779,,,,,
2026-06-01 00:00:00+09:00,2339.0,2352.0,2107.0,2154.0,1599800,2361.2,2670.68,42.517581808978846,52.392862996396616,182.41386209094165,,,,,
2026-06-02 00:00:00+09:00,2100.0,2130.0,1964.0,1988.0,1362800,2259.0,2665.32,39.59001152096044,3.458116175797386,146.6227129079128,,,,,
2026-06-03 00:00:00+09:00,2028.0,2085.0,1978.0,2018.0,958900,2195.8,2655.6,40.3888593457468,-32.52731926684555,110.79270647296114,,,,,
2026-06-04 00:00:00+09:00,1985.0,2009.0,1943.0,1970.0,616300,2092.4,2632.88,39.489078042925726,-64.17941462200133,75.79828225396865,,,,,
2026-06-05 00:00:00+09:00,2010.0,2169.0,1989.0,2096.0,1380600,2045.2,2622.72,43.07415787917954,-78.19539343732822,44.99954711570928,,,,,
2026-06-08 00:00:00+09:00,2008.0,2108.0,1968.0,2025.0,1058500,2019.4,2611.08,41.579250768126606,-93.94927548993701,17.209782594580023,,,,,
2026-06-09 00:00:00+09:00,2036.0,2129.0,2001.0,2086.0,976000,2039.0,2600.16,43.3968339911357,-100.35531669366264,-6.30323726306851,,,,,
2026-06-10 00:00:00+09:00,2050.0,2076.0,1875.0,1902.0,953300,2015.8,2576.16,39.41351553674373,-118.90870719010036,-28.824331248474884,,,,,
2026-06-11 00:00:00+09:00,1852.0,1878.0,1780.0,1828.0,641600,1987.4,2552.2,37.906561677352904,-137.99288826633983,-50.658042652047875,,,,,
2026-06-12 00:00:00+09:00,1851.0,1888.0,1733.0,1768.0,700300,1921.8,2505.84,36.681914490432916,-156.1586382461137,-71.75816177086105,,,,,
2026-06-15 00:00:00+09:00,1772.0,1831.0,1723.0,1729.0,701700,1862.6,2437.8,35.870702213963284,-171.72258893401477,-91.7510472034918,,,,,
2026-06-16 00:00:00+09:00,1834.0,1879.0,1782.0,1834.0,991800,1812.2,2384.56,39.73488687154258,-173.5835464366835,-108.11754705013014,,,,,
2026-06-17 00:00:00+09:00,1865.0,1895.0,1761.0,1764.0,921600,1784.6,2334.72,38.087202993501904,-178.6474470847952,-122.22352705706317,,,,,
2026-06-18 00:00:00+09:00,1770.0,1887.0,1751.0,1851.0,772200,1789.2,2291.52,41.34278931159365,-173.63885132950054,-132.50659191155066,,,,,
2026-06-19 00:00:00+09:00,1847.0,1934.0,1802.0,1827.0,644700,1801.0,2240.0,40.7068827460628,-169.65047743199602,-139.93536901563974,,,,,
2026-06-22 00:00:00+09:00,1847.0,2050.0,1847.0,2017.0,1062400,1858.6,2199.08,47.58089327767257,-149.43564913700538,-141.83542503991288,,,,,
2026-06-23 00:00:00+09:00,1980.0,1992.0,1892.0,1900.0,909400,1871.8,2140.68,44.18395655398738,-141.2281836735567,-141.71397676664165,,,,,
2026-06-24 00:00:00+09:00,1901.0,1980.0,1860.0,1888.0,500300,1896.6,2104.76,43.83826537721262,-134.14566020591383,-140.2003134544961,,,,,
2026-06-25 00:00:00+09:00,1890.0,1901.0,1788.0,1800.0,491500,1886.4,2066.64,41.2871798418963,-134.08789213062778,-138.97782918972243,,,,,
2026-06-26 00:00:00+09:00,1787.0,1804.0,1658.0,1673.0,538100,1855.6,2019.92,37.86274080192144,-142.64561922684925,-139.71138719714781,,,,,
2026-06-29 00:00:00+09:00,1713.0,1725.0,1651.0,1678.0,354500,1787.8,1977.92,38.08048806839462,-147.32593966717286,-141.23429769115282,,,,,
2026-06-30 00:00:00+09:00,1675.0,1758.0,1636.0,1720.0,430600,1751.8,1946.76,39.98304875414694,-145.96350195327068,-142.1801385435764,1720.0,1619.6399999999999,1920.7200000000003,様子見,15
